ID,Year,Sex,Age,Deaths,Age_Group
1,2020,Female,0.0,7600.0,0-64
2,2020,Female,0.0,1125.0,0-64
3,2020,Female,1.0,303.0,0-64
4,2020,Female,1.0,277.0,0-64
5,2020,Female,2.0,183.0,0-64
6,2020,Female,2.0,193.0,0-64
7,2020,Female,3.0,153.0,0-64
8,2020,Female,3.0,156.0,0-64
9,2020,Female,4.0,118.0,0-64
10,2020,Female,4.0,120.0,0-64
11,2020,Female,5.0,96.0,0-64
12,2020,Female,5.0,114.0,0-64
13,2020,Female,6.0,101.0,0-64
14,2020,Female,6.0,97.0,0-64
15,2020,Female,7.0,100.0,0-64
16,2020,Female,7.0,101.0,0-64
17,2020,Female,8.0,95.0,0-64
18,2020,Female,8.0,98.0,0-64
19,2020,Female,9.0,93.0,0-64
20,2020,Female,9.0,70.0,0-64
21,2020,Female,10.0,94.0,0-64
22,2020,Female,10.0,87.0,0-64
23,2020,Female,11.0,90.0,0-64
24,2020,Female,11.0,113.0,0-64
25,2020,Female,12.0,127.0,0-64
26,2020,Female,12.0,137.0,0-64
27,2020,Female,13.0,135.0,0-64
28,2020,Female,13.0,168.0,0-64
29,2020,Female,14.0,169.0,0-64
30,2020,Female,14.0,177.0,0-64
31,2020,Female,15.0,218.0,0-64
32,2020,Female,15.0,214.0,0-64
33,2020,Female,16.0,264.0,0-64
34,2020,Female,16.0,261.0,0-64
35,2020,Female,17.0,280.0,0-64
36,2020,Female,17.0,312.0,0-64
37,2020,Female,18.0,415.0,0-64
38,2020,Female,18.0,416.0,0-64
39,2020,Female,19.0,459.0,0-64
40,2020,Female,19.0,487.0,0-64
41,2020,Female,20.0,492.0,0-64
42,2020,Female,20.0,483.0,0-64
43,2020,Female,21.0,588.0,0-64
44,2020,Female,21.0,574.0,0-64
45,2020,Female,22.0,572.0,0-64
46,2020,Female,22.0,595.0,0-64
47,2020,Female,23.0,685.0,0-64
48,2020,Female,23.0,654.0,0-64
49,2020,Female,24.0,680.0,0-64
50,2020,Female,24.0,682.0,0-64
51,2020,Female,25.0,756.0,0-64
52,2020,Female,25.0,807.0,0-64
53,2020,Female,26.0,814.0,0-64
54,2020,Female,26.0,800.0,0-64
55,2020,Female,27.0,885.0,0-64
56,2020,Female,27.0,933.0,0-64
57,2020,Female,28.0,986.0,0-64
58,2020,Female,28.0,966.0,0-64
59,2020,Female,29.0,1118.555897,0-64
60,2020,Female,29.0,1074.444103,0-64
61,2020,Female,30.0,1190.0,0-64
62,2020,Female,30.0,1149.0,0-64
63,2020,Female,31.0,1204.0,0-64
64,2020,Female,31.0,1100.0,0-64
65,2020,Female,32.0,1259.0,0-64
66,2020,Female,32.0,1270.0,0-64
67,2020,Female,33.0,1337.0,0-64
68,2020,Female,33.0,1318.0,0-64
69,2020,Female,34.0,1363.0,0-64
70,2020,Female,34.0,1326.0,0-64
71,2020,Female,35.0,1456.0,0-64
72,2020,Female,35.0,1405.0,0-64
73,2020,Female,36.0,1511.0,0-64
74,2020,Female,36.0,1466.0,0-64
75,2020,Female,37.0,1681.0,0-64
76,2020,Female,37.0,1603.0,0-64
77,2020,Female,38.0,1728.0,0-64
78,2020,Female,38.0,1610.0,0-64
79,2020,Female,39.0,1861.0,0-64
80,2020,Female,39.0,1691.0,0-64
81,2020,Female,40.0,1883.0,0-64
82,2020,Female,40.0,1830.0,0-64
83,2020,Female,41.0,2082.0,0-64
84,2020,Female,41.0,1869.0,0-64
85,2020,Female,42.0,1923.0,0-64
86,2020,Female,42.0,1941.0,0-64
87,2020,Female,43.0,2141.0,0-64
88,2020,Female,43.0,2003.0,0-64
89,2020,Female,44.0,2218.0,0-64
90,2020,Female,44.0,2093.0,0-64
91,2020,Female,45.0,2407.6801,0-64
92,2020,Female,45.0,2318.3199,0-64
93,2020,Female,46.0,2552.585952,0-64
94,2020,Female,46.0,2435.414048,0-64
95,2020,Female,47.0,2747.0,0-64
96,2020,Female,47.0,2759.0,0-64
97,2020,Female,48.0,3091.0,0-64
98,2020,Female,48.0,3034.0,0-64
99,2020,Female,49.0,3455.0,0-64
100,2020,Female,49.0,3476.0,0-64
101,2020,Female,50.0,3830.0,0-64
102,2020,Female,50.0,3673.0,0-64
103,2020,Female,51.0,4030.0,0-64
104,2020,Female,51.0,3854.0,0-64
105,2020,Female,52.0,4207.0,0-64
106,2020,Female,52.0,4169.0,0-64
107,2020,Female,53.0,4533.083333,0-64
108,2020,Female,53.0,4602.916667,0-64
109,2020,Female,54.0,5033.0,0-64
110,2020,Female,54.0,5093.0,0-64
111,2020,Female,55.0,5585.404258,0-64
112,2020,Female,55.0,5826.595742,0-64
113,2020,Female,56.0,6341.0,0-64
114,2020,Female,56.0,6302.0,0-64
115,2020,Female,57.0,7045.0,0-64
116,2020,Female,57.0,7033.0,0-64
117,2020,Female,58.0,7547.0,0-64
118,2020,Female,58.0,7339.0,0-64
119,2020,Female,59.0,8285.0,0-64
120,2020,Female,59.0,8262.0,0-64
121,2020,Female,60.0,8959.977914,0-64
122,2020,Female,60.0,8993.022086,0-64
123,2020,Female,61.0,9373.0,0-64
124,2020,Female,61.0,9412.0,0-64
125,2020,Female,62.0,9939.0,0-64
126,2020,Female,62.0,9964.0,0-64
127,2020,Female,63.0,10774.0,0-64
128,2020,Female,63.0,10534.0,0-64
129,2020,Female,64.0,11290.0,0-64
130,2020,Female,64.0,10610.0,0-64
131,2020,Female,65.0,11590.0,65-74
132,2020,Female,65.0,11455.0,65-74
133,2020,Female,66.0,12123.0,65-74
134,2020,Female,66.0,11631.0,65-74
135,2020,Female,67.0,12371.0,65-74
136,2020,Female,67.0,12305.0,65-74
137,2020,Female,68.0,13175.0,65-74
138,2020,Female,68.0,12465.0,65-74
139,2020,Female,69.0,13648.0,65-74
140,2020,Female,69.0,12898.0,65-74
141,2020,Female,70.0,14006.0,65-74
142,2020,Female,70.0,14086.0,65-74
143,2020,Female,71.0,15386.0,65-74
144,2020,Female,71.0,15030.0,65-74
145,2020,Female,72.0,16621.0,65-74
146,2020,Female,72.0,16278.0,65-74
147,2020,Female,73.0,18528.0,65-74
148,2020,Female,73.0,17498.0,65-74
149,2020,Female,74.0,16740.0,65-74
150,2020,Female,74.0,14687.0,65-74
151,2020,Female,75.0,16298.0,75-84
152,2020,Female,75.0,16163.0,75-84
153,2020,Female,76.0,17720.25808,75-84
154,2020,Female,76.0,17504.74192,75-84
155,2020,Female,77.0,20023.0,75-84
156,2020,Female,77.0,18862.0,75-84
157,2020,Female,78.0,19889.0,75-84
158,2020,Female,78.0,17961.0,75-84
159,2020,Female,79.0,19729.0,75-84
160,2020,Female,79.0,18287.0,75-84
161,2020,Female,80.0,20484.0,75-84
162,2020,Female,80.0,18764.0,75-84
163,2020,Female,81.0,20763.0,75-84
164,2020,Female,81.0,19898.0,75-84
165,2020,Female,82.0,22220.0,75-84
166,2020,Female,82.0,20490.0,75-84
167,2020,Female,83.0,22247.0,75-84
168,2020,Female,83.0,20822.0,75-84
169,2020,Female,84.0,23280.0,75-84
170,2020,Female,84.0,21822.0,75-84
171,2020,Female,85.0,24219.0,85 and over
172,2020,Female,85.0,22841.0,85 and over
173,2020,Female,86.0,24082.0,85 and over
174,2020,Female,86.0,22512.0,85 and over
175,2020,Female,87.0,24202.35644,85 and over
176,2020,Female,87.0,23784.64356,85 and over
177,2020,Female,88.0,25352.83037,85 and over
178,2020,Female,88.0,23868.16963,85 and over
179,2020,Female,89.0,25869.0,85 and over
180,2020,Female,89.0,24624.0,85 and over
181,2020,Female,90.0,26298.0,85 and over
182,2020,Female,90.0,24053.0,85 and over
183,2020,Female,91.0,24540.0,85 and over
184,2020,Female,91.0,23279.0,85 and over
185,2020,Female,92.0,24018.0,85 and over
186,2020,Female,92.0,22234.0,85 and over
187,2020,Female,93.0,22917.0,85 and over
188,2020,Female,93.0,20605.0,85 and over
189,2020,Female,94.0,20398.0,85 and over
190,2020,Female,94.0,18192.0,85 and over
191,2020,Female,95.0,17893.0,85 and over
192,2020,Female,95.0,16368.0,85 and over
193,2020,Female,96.0,15707.35098,85 and over
194,2020,Female,96.0,13522.64902,85 and over
195,2020,Female,97.0,12655.0,85 and over
196,2020,Female,97.0,11176.0,85 and over
197,2020,Female,98.0,9888.0,85 and over
198,2020,Female,98.0,9069.0,85 and over
199,2020,Female,99.0,7870.072404,85 and over
200,2020,Female,99.0,6522.927596,85 and over
201,2020,Female,100.0,5781.0,85 and over
202,2020,Female,100.0,4623.0,85 and over
203,2020,Female,101.0,3537.0,85 and over
204,2020,Female,101.0,3129.0,85 and over
205,2020,Female,102.0,2611.0,85 and over
206,2020,Female,102.0,2078.0,85 and over
207,2020,Female,103.0,1657.0,85 and over
208,2020,Female,103.0,1430.0,85 and over
209,2020,Female,104.0,1007.0,85 and over
210,2020,Female,104.0,837.0,85 and over
211,2020,Female,105.0,1178.0,85 and over
212,2020,Female,106.0,652.0,85 and over
213,2020,Female,107.0,384.0,85 and over
214,2020,Female,108.0,193.0,85 and over
215,2020,Female,109.0,105.0,85 and over
216,2020,Female,110.0,59.0,85 and over
217,2020,Female,111.0,29.0,85 and over
218,2020,Female,112.0,13.0,85 and over
219,2020,Female,113.0,6.0,85 and over
220,2020,Female,114.0,2.0,85 and over
221,2020,Female,,37.0,85 and over
222,2020,Male,0.0,9459.0,0-64
223,2020,Male,0.0,1401.0,0-64
224,2020,Male,1.0,397.0,0-64
225,2020,Male,1.0,388.0,0-64
226,2020,Male,2.0,253.0,0-64
227,2020,Male,2.0,259.0,0-64
228,2020,Male,3.0,211.0,0-64
229,2020,Male,3.0,206.0,0-64
230,2020,Male,4.0,148.0,0-64
231,2020,Male,4.0,164.0,0-64
232,2020,Male,5.0,161.0,0-64
233,2020,Male,5.0,145.0,0-64
234,2020,Male,6.0,132.0,0-64
235,2020,Male,6.0,120.0,0-64
236,2020,Male,7.0,108.0,0-64
237,2020,Male,7.0,132.0,0-64
238,2020,Male,8.0,117.0,0-64
239,2020,Male,8.0,96.0,0-64
240,2020,Male,9.0,98.0,0-64
241,2020,Male,9.0,136.0,0-64
242,2020,Male,10.0,144.0,0-64
243,2020,Male,10.0,131.0,0-64
244,2020,Male,11.0,153.0,0-64
245,2020,Male,11.0,170.0,0-64
246,2020,Male,12.0,160.0,0-64
247,2020,Male,12.0,193.0,0-64
248,2020,Male,13.0,224.0,0-64
249,2020,Male,13.0,273.0,0-64
250,2020,Male,14.0,318.0,0-64
251,2020,Male,14.0,351.0,0-64
252,2020,Male,15.0,430.0,0-64
253,2020,Male,15.0,470.0,0-64
254,2020,Male,16.0,631.0,0-64
255,2020,Male,16.0,637.0,0-64
256,2020,Male,17.0,809.0,0-64
257,2020,Male,17.0,827.0,0-64
258,2020,Male,18.0,1135.935792,0-64
259,2020,Male,18.0,1192.064208,0-64
260,2020,Male,19.0,1438.0,0-64
261,2020,Male,19.0,1382.0,0-64
262,2020,Male,20.0,1536.0,0-64
263,2020,Male,20.0,1475.0,0-64
264,2020,Male,21.0,1771.288138,0-64
265,2020,Male,21.0,1636.711862,0-64
266,2020,Male,22.0,1812.0,0-64
267,2020,Male,22.0,1707.0,0-64
268,2020,Male,23.0,1921.0,0-64
269,2020,Male,23.0,1776.0,0-64
270,2020,Male,24.0,1901.0,0-64
271,2020,Male,24.0,1997.0,0-64
272,2020,Male,25.0,2087.356444,0-64
273,2020,Male,25.0,2055.643556,0-64
274,2020,Male,26.0,2160.0,0-64
275,2020,Male,26.0,2189.0,0-64
276,2020,Male,27.0,2331.0,0-64
277,2020,Male,27.0,2383.0,0-64
278,2020,Male,28.0,2558.0,0-64
279,2020,Male,28.0,2461.0,0-64
280,2020,Male,29.0,2742.0,0-64
281,2020,Male,29.0,2587.0,0-64
282,2020,Male,30.0,2891.0,0-64
283,2020,Male,30.0,2679.0,0-64
284,2020,Male,31.0,2873.0,0-64
285,2020,Male,31.0,2766.0,0-64
286,2020,Male,32.0,2824.0,0-64
287,2020,Male,32.0,2697.0,0-64
288,2020,Male,33.0,2941.0,0-64
289,2020,Male,33.0,2748.0,0-64
290,2020,Male,34.0,3046.0,0-64
291,2020,Male,34.0,2810.0,0-64
292,2020,Male,35.0,2997.0,0-64
293,2020,Male,35.0,2934.0,0-64
294,2020,Male,36.0,3073.0,0-64
295,2020,Male,36.0,2995.0,0-64
296,2020,Male,37.0,3323.192509,0-64
297,2020,Male,37.0,3165.807491,0-64
298,2020,Male,38.0,3286.0,0-64
299,2020,Male,38.0,3241.0,0-64
300,2020,Male,39.0,3562.29087,0-64
301,2020,Male,39.0,3490.70913,0-64
302,2020,Male,40.0,3742.654258,0-64
303,2020,Male,40.0,3487.345742,0-64
304,2020,Male,41.0,3720.0,0-64
305,2020,Male,41.0,3449.0,0-64
306,2020,Male,42.0,3610.0,0-64
307,2020,Male,42.0,3517.0,0-64
308,2020,Male,43.0,3870.0,0-64
309,2020,Male,43.0,3529.0,0-64
310,2020,Male,44.0,3743.0,0-64
311,2020,Male,44.0,3762.0,0-64
312,2020,Male,45.0,4054.31546,0-64
313,2020,Male,45.0,3967.68454,0-64
314,2020,Male,46.0,4285.626935,0-64
315,2020,Male,46.0,4157.373065,0-64
316,2020,Male,47.0,4643.0,0-64
317,2020,Male,47.0,4612.0,0-64
318,2020,Male,48.0,5292.0,0-64
319,2020,Male,48.0,5269.0,0-64
320,2020,Male,49.0,6020.506717,0-64
321,2020,Male,49.0,5851.493283,0-64
322,2020,Male,50.0,6436.132514,0-64
323,2020,Male,50.0,6219.867486,0-64
324,2020,Male,51.0,6737.400159,0-64
325,2020,Male,51.0,6363.599841,0-64
326,2020,Male,52.0,7151.0,0-64
327,2020,Male,52.0,6869.0,0-64
328,2020,Male,53.0,7647.0,0-64
329,2020,Male,53.0,7443.0,0-64
330,2020,Male,54.0,8311.0,0-64
331,2020,Male,54.0,8518.0,0-64
332,2020,Male,55.0,9387.0,0-64
333,2020,Male,55.0,9702.0,0-64
334,2020,Male,56.0,10600.0,0-64
335,2020,Male,56.0,10562.0,0-64
336,2020,Male,57.0,11508.0,0-64
337,2020,Male,57.0,10991.0,0-64
338,2020,Male,58.0,12426.0,0-64
339,2020,Male,58.0,11928.0,0-64
340,2020,Male,59.0,13376.12978,0-64
341,2020,Male,59.0,13179.87022,0-64
342,2020,Male,60.0,14195.61305,0-64
343,2020,Male,60.0,14160.38695,0-64
344,2020,Male,61.0,15296.0,0-64
345,2020,Male,61.0,14783.0,0-64
346,2020,Male,62.0,15769.34278,0-64
347,2020,Male,62.0,15659.65722,0-64
348,2020,Male,63.0,17021.0,0-64
349,2020,Male,63.0,16476.0,0-64
350,2020,Male,64.0,17294.0,0-64
351,2020,Male,64.0,16813.0,0-64
352,2020,Male,65.0,17750.0,65-74
353,2020,Male,65.0,17241.0,65-74
354,2020,Male,66.0,18480.0,65-74
355,2020,Male,66.0,17674.0,65-74
356,2020,Male,67.0,18537.0,65-74
357,2020,Male,67.0,17953.0,65-74
358,2020,Male,68.0,19319.0,65-74
359,2020,Male,68.0,17930.0,65-74
360,2020,Male,69.0,19714.0,65-74
361,2020,Male,69.0,18134.0,65-74
362,2020,Male,70.0,19921.0,65-74
363,2020,Male,70.0,19267.0,65-74
364,2020,Male,71.0,20849.52311,65-74
365,2020,Male,71.0,19789.47689,65-74
366,2020,Male,72.0,22105.0,65-74
367,2020,Male,72.0,21093.0,65-74
368,2020,Male,73.0,24262.0,65-74
369,2020,Male,73.0,22270.0,65-74
370,2020,Male,74.0,21243.0,65-74
371,2020,Male,74.0,18467.0,65-74
372,2020,Male,75.0,20250.0,75-84
373,2020,Male,75.0,19501.0,75-84
374,2020,Male,76.0,21786.0,75-84
375,2020,Male,76.0,21093.0,75-84
376,2020,Male,77.0,24114.0,75-84
377,2020,Male,77.0,22320.0,75-84
378,2020,Male,78.0,23583.0,75-84
379,2020,Male,78.0,20600.0,75-84
380,2020,Male,79.0,22336.0,75-84
381,2020,Male,79.0,20162.0,75-84
382,2020,Male,80.0,22279.0,75-84
383,2020,Male,80.0,20134.0,75-84
384,2020,Male,81.0,22136.0,75-84
385,2020,Male,81.0,20544.0,75-84
386,2020,Male,82.0,22654.0,75-84
387,2020,Male,82.0,20268.0,75-84
388,2020,Male,83.0,22438.0,75-84
389,2020,Male,83.0,20130.0,75-84
390,2020,Male,84.0,22318.0,75-84
391,2020,Male,84.0,20204.0,75-84
392,2020,Male,85.0,22241.0,85 and over
393,2020,Male,85.0,20358.0,85 and over
394,2020,Male,86.0,21166.0,85 and over
395,2020,Male,86.0,18662.0,85 and over
396,2020,Male,87.0,20383.0,85 and over
397,2020,Male,87.0,19092.0,85 and over
398,2020,Male,88.0,20265.0,85 and over
399,2020,Male,88.0,18533.0,85 and over
400,2020,Male,89.0,19369.0,85 and over
401,2020,Male,89.0,17829.0,85 and over
402,2020,Male,90.0,18802.0,85 and over
403,2020,Male,90.0,16048.0,85 and over
404,2020,Male,91.0,16460.97678,85 and over
405,2020,Male,91.0,15069.02322,85 and over
406,2020,Male,92.0,14907.0,85 and over
407,2020,Male,92.0,13305.0,85 and over
408,2020,Male,93.0,13265.0,85 and over
409,2020,Male,93.0,11167.0,85 and over
410,2020,Male,94.0,10803.0,85 and over
411,2020,Male,94.0,9317.0,85 and over
412,2020,Male,95.0,8775.0,85 and over
413,2020,Male,95.0,7659.0,85 and over
414,2020,Male,96.0,7019.0,85 and over
415,2020,Male,96.0,5894.0,85 and over
416,2020,Male,97.0,5226.0,85 and over
417,2020,Male,97.0,4310.0,85 and over
418,2020,Male,98.0,3757.0,85 and over
419,2020,Male,98.0,3123.0,85 and over
420,2020,Male,99.0,2669.685679,85 and over
421,2020,Male,99.0,2124.314321,85 and over
422,2020,Male,100.0,1718.0,85 and over
423,2020,Male,100.0,1374.0,85 and over
424,2020,Male,101.0,981.0,85 and over
425,2020,Male,101.0,849.0,85 and over
426,2020,Male,102.0,628.0,85 and over
427,2020,Male,102.0,486.0,85 and over
428,2020,Male,103.0,302.0,85 and over
429,2020,Male,103.0,252.0,85 and over
430,2020,Male,104.0,171.0,85 and over
431,2020,Male,104.0,137.0,85 and over
432,2020,Male,105.0,211.0,85 and over
433,2020,Male,106.0,103.0,85 and over
434,2020,Male,107.0,62.0,85 and over
435,2020,Male,108.0,21.0,85 and over
436,2020,Male,109.0,12.0,85 and over
437,2020,Male,110.0,4.0,85 and over
438,2020,Male,111.0,5.0,85 and over
439,2020,Male,113.0,1.0,85 and over
440,2020,Male,117.0,1.0,85 and over
441,2020,Male,119.0,1.0,85 and over
442,2020,Male,120.0,1.0,85 and over
443,2020,Male,,79.0,85 and over
444,2021,Female,0.0,7924.0,0-64
445,2021,Female,0.0,1087.0,0-64
446,2021,Female,1.0,382.0,0-64
447,2021,Female,1.0,321.0,0-64
448,2021,Female,2.0,240.0,0-64
449,2021,Female,2.0,191.0,0-64
450,2021,Female,3.0,158.0,0-64
451,2021,Female,3.0,139.0,0-64
452,2021,Female,4.0,155.0,0-64
453,2021,Female,4.0,125.0,0-64
454,2021,Female,5.0,124.0,0-64
455,2021,Female,5.0,104.0,0-64
